title_link,titles,posted_date,hacking_type,hacking_sub_type,hacking_subtype
https://thehackernews.com/2024/02/ubuntu-command-not-found-tool-could.html,  Ubuntu 'command-not-found' Tool Could Trick Users into Installing Rogue Packages ,2024-02-14, Software Security ,Vulnerability,Vulnerability
https://thehackernews.com/2024/02/cybersecurity-tactics-finserv.html,  Cybersecurity Tactics FinServ Institutions Can Bank On in 2024 ,2024-02-14, Financial Security ,Cyber Threats,Cyber Threats
https://thehackernews.com/2024/02/bumblebee-malware-returns-with-new.html,"  Bumblebee Malware Returns with New Tricks, Targeting U.S. Businesses ",2024-02-14, Malware ,Cybercrime,Cybercrime
https://thehackernews.com/2024/02/darkme-malware-targets-traders-using.html,  DarkMe Malware Targets Traders Using Microsoft SmartScreen Zero-Day Vulnerability ,2024-02-14, Zero-Day ,Financial Sector Security,Financial Sector Security
https://thehackernews.com/2024/02/microsoft-rolls-out-patches-for-73.html,"  Microsoft Rolls Out Patches for 73 Flaws, Including 2 Windows Zero-Days ",2024-02-14, Patch Tuesday ,Vulnerability,Vulnerability
https://thehackernews.com/2024/02/glupteba-botnet-evades-detection-with.html,  Glupteba Botnet Evades Detection with Undocumented UEFI Bootkit ,2024-02-13, Cryptocurrency ,Rootkit,Rootkit
https://thehackernews.com/2024/02/pikabot-resurfaces-with-streamlined.html,  PikaBot Resurfaces with Streamlined Code and Deceptive Tactics ,2024-02-13, Cyber Threat ,Malware,Malware
https://thehackernews.com/2024/02/midnight-blizzard-and-cloudflare.html,  Midnight Blizzard and Cloudflare-Atlassian Cybersecurity Incidents: What to Know ,2024-02-13, SaaS Security ,Data Breach,Data Breach
https://thehackernews.com/2024/02/ivanti-vulnerability-exploited-to.html,  Ivanti Vulnerability Exploited to Install 'DSLog' Backdoor on 670+ IT Infrastructures ,2024-02-13, Vulnerability ,Cyber Threat,Cyber Threat
https://thehackernews.com/2024/02/alert-cisa-warns-of-active-roundcube.html,  Alert: CISA Warns of Active 'Roundcube' Email Attacks - Patch Now ,2024-02-13, Vulnerability ,Email Security,Email Security
https://thehackernews.com/2024/02/rhysida-ransomware-cracked-free.html,"  Rhysida Ransomware Cracked, Free Decryption Tool Released ",2024-02-12, Vulnerability ,Data Recovery,Data Recovery
https://thehackernews.com/2024/02/4-ways-hackers-use-social-engineering.html,  4 Ways Hackers use Social Engineering to Bypass MFA ,2024-02-12, Cyber Threat ,Password Security,Password Security
https://thehackernews.com/2024/02/cisa-and-openssf-release-framework-for.html,  CISA and OpenSSF Release Framework for Package Repository Security ,2024-02-12, Infrastructure Security ,Software Supply Chain,Software Supply Chain
https://thehackernews.com/2024/02/why-are-compromised-identities.html,  Why Are Compromised Identities the Nightmare to IR Speed and Efficiency? ,2024-02-12, Threat Intelligence ,Cyber Resilience,Cyber Resilience
https://thehackernews.com/2024/02/microsoft-introduces-linux-like-sudo.html,  Microsoft Introduces Linux-Like 'sudo' Command to Windows 11 ,2024-02-12, Operating System ,Technology,Technology
https://thehackernews.com/2024/02/us-offers-10-million-bounty-for-info.html,  U.S. Offers $10 Million Bounty for Info Leading to Arrest of Hive Ransomware Leaders ,2024-02-12, Dark Web ,Cryptocurrency,Cryptocurrency
https://thehackernews.com/2024/02/us-doj-dismantles-warzone-rat.html,"  U.S. DoJ Dismantles Warzone RAT Infrastructure, Arrests Key Operators ",2024-02-11, Malware ,Cybercrime,Cybercrime
https://thehackernews.com/2024/02/alert-new-stealthy-rustdoor-backdoor.html,"  Alert: New Stealthy ""RustDoor"" Backdoor Targeting Apple macOS Devices ",2024-02-10, macOS Malware ,Cyber Threat,Cyber Threat
https://thehackernews.com/2024/02/raspberry-robin-malware-upgrades-with.html,  Raspberry Robin Malware Upgrades with Discord Spread and New Exploits ,2024-02-09, Malware ,Dark Web,Dark Web
https://thehackernews.com/2024/02/new-variant-of-moqhao-android-malware.html,  MoqHao Android Malware Evolves with Auto-Execution Capability ,2024-02-09, Mobile Security ,Cyber Threat,Cyber Threat
https://thehackernews.com/2024/02/new-coyote-trojan-targets-61-brazilian.html,  New Coyote Trojan Targets 61 Brazilian Banks with Nim-Powered Attack ,2024-02-09, Endpoint Security ,Cryptocurrency,Cryptocurrency
https://thehackernews.com/2024/02/fortinet-warns-of-critical-fortios-ssl.html,  Fortinet Warns of Critical FortiOS SSL VPN Flaw Likely Under Active Exploitation ,2024-02-09, Zero Day Vulnerability ,Network Security,Network Security
https://thehackernews.com/2024/02/wazuh-in-cloud-era-navigating.html,  Wazuh in the Cloud Era: Navigating the Challenges of Cybersecurity ,2024-02-09, Cloud Security ,Open Source XDR /SIEM,Open Source XDR /SIEM
https://thehackernews.com/2024/02/warning-new-ivanti-auth-bypass-flaw.html,  Warning: New Ivanti Auth Bypass Flaw Affects Connect Secure and ZTA Gateways ,2024-02-09, Vulnerability ,Zero Day,Zero Day
https://thehackernews.com/2024/02/stealthy-zardoor-backdoor-targets-saudi.html,  Stealthy Zardoor Backdoor Targets Saudi Islamic Charity Organization ,2024-02-09, Cyber Espionage ,Threat Intelligence,Threat Intelligence
https://thehackernews.com/2024/02/chinese-hackers-operate-undetected-in.html,  Chinese Hackers Operate Undetected in U.S. Critical Infrastructure for Half a Decade ,2024-02-08, Critical Infrastructure ,Network security,Network security
https://thehackernews.com/2024/02/unified-identity-look-for-meaning.html,  Unified Identity – look for the meaning behind the hype!  ,2024-02-08, Unified Identity ,Cyber Security,Cyber Security
https://thehackernews.com/2024/02/hijackloader-evolves-researchers-decode.html,  HijackLoader Evolves: Researchers Decode the Latest Evasion Methods ,2024-02-08, Endpoint Security ,Cyber Threat,Cyber Threat
https://thehackernews.com/2024/02/google-starts-blocking-sideloading-of.html,  Google Starts Blocking Sideloading of Potentially Dangerous Android Apps in Singapore ,2024-02-08, Data Protection ,Mobile Securit,Mobile Securit
https://thehackernews.com/2024/02/kimsukys-new-golang-stealer-troll-and.html,  Kimsuky's New Golang Stealer 'Troll' and 'GoBear' Backdoor Target South Korea ,2024-02-08, Cyber Espionage ,Malware,Malware
https://thehackernews.com/2024/02/critical-patches-released-for-new-flaws.html,"  Critical Patches Released for New Flaws in Cisco, Fortinet, VMware Products ",2024-02-08, Cyber Threat ,Network Security,Network Security
https://thehackernews.com/2024/02/after-fbi-takedown-kv-botnet-operators.html,"  After FBI Takedown, KV-Botnet Operators Shift Tactics in Attempt to Bounce Back ",2024-02-07, Malware ,Network Security,Network Security
https://thehackernews.com/2024/02/critical-bootloader-vulnerability-in.html,  Critical Boot Loader Vulnerability in Shim Impacts Nearly All Linux Distros ,2024-02-07, Device Security ,Vulnerability,Vulnerability
https://thehackernews.com/2024/02/new-webinar-5-steps-to-vciso-success.html,  New Webinar: 5 Steps to vCISO Success for MSPs and MSSPs ,2024-02-07, Risk Management ,Cybersecurity,Cybersecurity
https://thehackernews.com/2024/02/global-coalition-and-tech-giants-unite.html,  Global Coalition and Tech Giants Unite Against Commercial Spyware Abuse ,2024-02-07, Spyware ,Zero-Day Vulnerability,Zero-Day Vulnerability
https://thehackernews.com/2024/02/chinese-hackers-exploited-fortigate.html,  Chinese Hackers Exploited FortiGate Flaw to Breach Dutch Military Network ,2024-02-07, Cyber Espionage ,Network Security,Network Security
https://thehackernews.com/2024/02/critical-jetbrains-teamcity-on-premises.html,  Critical JetBrains TeamCity On-Premises Flaw Exposes Servers to Takeover - Patch Now ,2024-02-07, Cybersecurity ,Software Security,Software Security
https://thehackernews.com/2024/02/beware-fake-facebook-job-ads-spreading.html,  Beware: Fake Facebook Job Ads Spreading 'Ov3r_Stealer' to Steal Crypto and Credentials ,2024-02-06, Social Engineering ,Malvertising,Malvertising
https://thehackernews.com/2024/02/high-severity-flaws-found-in-azure.html,"  Experts Detail New Flaws in Azure HDInsight Spark, Kafka, and Hadoop Services ",2024-02-06, Vulnerability ,Cloud Security,Cloud Security
https://thehackernews.com/2024/02/how-10b-enterprise-customer-drastically.html,  How a $10B Enterprise Customer Drastically Increased their SaaS Security Posture with 201% ROI by Using SSPM ,2024-02-06, SaaS Security ,Cyber Security,Cyber Security
https://thehackernews.com/2024/02/hackers-exploit-job-boards-in-apac.html,"  Hackers Exploit Job Boards, Stealing Millions of Resumes and Personal Data ",2024-02-06, Dark Web ,Cybercrime,Cybercrime
https://thehackernews.com/2024/02/recently-disclosed-ssrf-flaw-in-ivanti.html,  Recent SSRF Flaw in Ivanti VPN Products Undergoes Mass Exploitation ,2024-02-06, Cybersecurity ,Vulnerability,Vulnerability
https://thehackernews.com/2024/02/us-imposes-visa-restrictions-on-those.html,  U.S. Imposes Visa Restrictions on those Involved in Illegal Spyware Surveillance ,2024-02-06, Surveillance ,Privacy,Privacy
https://thehackernews.com/2024/02/belarusian-national-linked-to-btc-e.html,  Belarusian National Linked to BTC-e Faces 25 Years for $4 Billion Crypto Money Laundering ,2024-02-05, Cryptocurrency ,Financial Fraud,Financial Fraud
https://thehackernews.com/2024/02/combined-security-practices-changing.html,  Combined Security Practices Changing the Game for Risk Management ,2024-02-05, Data Protection ,Threat Intelligence,Threat Intelligence
https://thehackernews.com/2024/02/patchwork-using-romance-scam-lures-to.html,  Patchwork Using Romance Scam Lures to Infect Android Devices with VajraSpy Malware ,2024-02-05, Cyber Espionage ,Cyber Extortion,Cyber Extortion
https://thehackernews.com/2024/02/pegasus-spyware-targeted-iphones-of.html,  Pegasus Spyware Targeted iPhones of Journalists and Activists in Jordan ,2024-02-05, Spyware ,Surveillance,Surveillance
https://thehackernews.com/2024/02/new-mispadu-banking-trojan-exploiting.html,  New Mispadu Banking Trojan Exploiting Windows SmartScreen Flaw ,2024-02-05, Malware ,Financial Security,Financial Security
https://thehackernews.com/2024/02/us-sanctions-6-iranian-officials-for.html,  U.S. Sanctions 6 Iranian Officials for Critical Infrastructure Cyber Attacks ,2024-02-03, Intelligence Agency ,Cyber Security,Cyber Security
https://thehackernews.com/2024/02/mastodon-vulnerability-allows-hackers.html,  Mastodon Vulnerability Allows Hackers to Hijack Any Decentralized Account ,2024-02-03, Vulnerability ,Social Media,Social Media
https://thehackernews.com/2024/02/anydesk-hacked-popular-remote-desktop.html,  AnyDesk Hacked: Popular Remote Desktop Software Mandates Password Reset ,2024-02-03, Cyber Attack ,Software Security,Software Security
https://thehackernews.com/2024/02/russian-apt28-hackers-targeting-high.html,  Russian APT28 Hackers Targeting High-Value Orgs with NTLM Relay Attacks ,2024-02-02, Cyber Espionage ,Password Security,Password Security
https://thehackernews.com/2024/02/dirtymoe-malware-infects-2000-ukrainian.html,"  DirtyMoe Malware Infects 2,000+ Ukrainian Computers for DDoS and Cryptojacking ",2024-02-02, Cryptojacking ,Malware,Malware
https://thehackernews.com/2024/02/former-cia-engineer-sentenced-to-40.html,  Former CIA Engineer Sentenced to 40 Years for Leaking Classified Documents ,2024-02-02, National Security ,Data Breach,Data Breach
https://thehackernews.com/2024/02/cloudzy-elevates-cybersecurity.html,  Cloudzy Elevates Cybersecurity: Integrating Insights from Recorded Future to Revolutionize Cloud Security ,2024-02-02, Threat Intelligence ,Cloud Security,Cloud Security
https://thehackernews.com/2024/02/interpol-arrests-31-in-global-operation.html,"  INTERPOL Arrests 31 in Global Operation, Identifies 1,900+ Ransomware-Linked IPs ",2024-02-02, Cyber Crime ,Malware,Malware
https://thehackernews.com/2024/02/cloudflare-breach-nation-state-hackers.html,  Cloudflare Breach: Nation-State Hackers Access Source Code and Internal Docs ,2024-02-02, Data Breach ,Cloud Security,Cloud Security
https://thehackernews.com/2024/02/fritzfrog-returns-with-log4shell-and.html,"  FritzFrog Returns with Log4Shell and PwnKit, Spreading Malware Inside Your Network ",2024-02-01, Cyber Attack ,Botnet,Botnet
https://thehackernews.com/2024/02/exposed-docker-apis-under-attack-in.html,  Exposed Docker APIs Under Attack in 'Commando Cat' Cryptojacking Campaign ,2024-02-01, Cryptojacking ,Linux Security,Linux Security
https://thehackernews.com/2024/02/why-right-metrics-matter-when-it-comes.html,  Why the Right Metrics Matter When it Comes to Vulnerability Management ,2024-02-01, Vulnerability Management ,Cyber Hygiene,Cyber Hygiene
https://thehackernews.com/2024/02/us-feds-shut-down-china-linked-kv.html,"  U.S. Feds Shut Down China-Linked ""KV-Botnet"" Targeting SOHO Routers ",2024-02-01, Cyber Threat ,Network Security,Network Security
https://thehackernews.com/2024/02/headcrab-20-goes-fileless-targeting.html,"  HeadCrab 2.0 Goes Fileless, Targeting Redis Servers for Crypto Mining ",2024-02-01, Cryptocurrency ,Botnet,Botnet
https://thehackernews.com/2024/02/warning-new-malware-emerges-in-attacks.html,  Warning: New Malware Emerges in Attacks Exploiting Ivanti VPN Vulnerabilities ,2024-02-01, Network Security ,Malware,Malware
https://thehackernews.com/2024/02/cisa-warns-of-active-exploitation-of.html,  CISA Warns of Active Exploitation Apple iOS and macOS Vulnerability ,2024-02-01, Vulnerability ,Software Update,Software Update
https://thehackernews.com/2024/02/runc-flaws-enable-container-escapes.html,"  RunC Flaws Enable Container Escapes, Granting Attackers Host Access ",2024-01-31, Software Security ,Linux,Linux
https://thehackernews.com/2024/01/alert-ivanti-discloses-2-new-zero-day.html,"  Alert: Ivanti Discloses 2 New Zero-Day Flaws, One Under Active Exploitation ",2024-01-31, Vulnerability ,Zero Day,Zero Day
https://thehackernews.com/2024/01/telegram-marketplaces-fuel-phishing.html,  Telegram Marketplaces Fuel Phishing Attacks with Easy-to-Use Kits and Malware ,2024-01-31, Cyber Crime ,Hacking News,Hacking News
https://thehackernews.com/2024/01/the-sec-wont-let-cisos-be-understanding.html,  The SEC Won't Let CISOs Be: Understanding New SaaS Cybersecurity Rules ,2024-01-31, SaaS Security ,Regulations,Regulations
https://thehackernews.com/2024/01/italian-businesses-hit-by-weaponized.html,  Italian Businesses Hit by Weaponized USBs Spreading Cryptojacking Malware ,2024-01-31, Cryptocurrency ,Cybersecurity,Cybersecurity
https://thehackernews.com/2024/01/chinese-hackers-exploiting-critical-vpn.html,  Hackers Exploiting Ivanti VPN Flaws to Deploy KrustyLoader Malware ,2024-01-31, Cyber Attack ,Network Security,Network Security
https://thehackernews.com/2024/01/new-glibc-flaw-grants-attackers-root.html,  New Glibc Flaw Grants Attackers Root Access on Major Linux Distros ,2024-01-31, Vulnerability ,Endpoint Security,Endpoint Security
https://thehackernews.com/2024/01/brazilian-feds-dismantle-grandoreiro.html,"  Brazilian Feds Dismantle Grandoreiro Banking Trojan, Arresting Top Operatives ",2024-01-30, Cyber Crime ,Malware,Malware
https://thehackernews.com/2024/01/urgent-upgrade-gitlab-critical.html,  URGENT: Upgrade GitLab - Critical Workspace Creation Flaw Allows File Overwrite ,2024-01-30, DevSecOps ,Vulnerability,Vulnerability
https://thehackernews.com/2024/01/china-linked-hackers-target-myanmars.html,  China-Linked Hackers Target Myanmar's Top Ministries with Backdoor Blitz ,2024-01-30, Malware ,Cyber Espionage,Cyber Espionage
https://thehackernews.com/2024/01/top-security-posture-vulnerabilities.html,  Top Security Posture Vulnerabilities Revealed ,2024-01-30, Security Assessment ,Patch Management,Patch Management
https://thehackernews.com/2024/01/italian-data-protection-watchdog.html,  Italian Data Protection Watchdog Accuses ChatGPT of Privacy Violations ,2024-01-30, Generative AI ,Data Privacy,Data Privacy
https://thehackernews.com/2024/01/new-zloader-malware-variant-surfaces.html,   New ZLoader Malware Variant Surfaces with 64-bit Windows Compatibility ,2024-01-30, Malware ,Cyber Threat,Cyber Threat
https://thehackernews.com/2024/01/juniper-networks-releases-urgent-junos.html,  Juniper Networks Releases Urgent Junos OS Updates for High-Severity Flaws ,2024-01-30, Vulnerability ,Network Security,Network Security
https://thehackernews.com/2024/01/493-companies-share-their-saas-security.html,  493 Companies Share Their SaaS Security Battles – Get Insights in this Webinar ,2024-01-29, SaaS Security ,Webinar,Webinar
https://thehackernews.com/2024/01/albabat-kasseika-kuiper-new-ransomware.html,"   Albabat, Kasseika, Kuiper: New Ransomware Gangs Rise with Rust and Golang ",2024-01-29, Ransomware ,Malware,Malware
https://thehackernews.com/2024/01/nsa-admits-secretly-buying-your.html,  NSA Admits Secretly Buying Your Internet Browsing Data without Warrants ,2024-01-29, Surveillance ,Data Privacy,Data Privacy
https://thehackernews.com/2024/01/allakore-rat-malware-targeting-mexican.html,  AllaKore RAT Malware Targeting Mexican Firms with Financial Fraud Tricks ,2024-01-27, Malware ,Software Update,Software Update
https://thehackernews.com/2024/01/malicious-ads-on-google-target-chinese.html,  Malicious Ads on Google Target Chinese Users with Fake Messaging Apps ,2024-01-26, Malvertising ,Phishing-as-a-service,Phishing-as-a-service
https://thehackernews.com/2024/01/microsoft-warns-of-widening-apt29.html,  Microsoft Warns of Widening APT29 Espionage Attacks Targeting Global Orgs ,2024-01-26, Threat Intelligence ,Cyber Attack,Cyber Attack
https://thehackernews.com/2024/01/russian-trickbot-mastermind-gets-5-year.html,  Russian TrickBot Mastermind Gets 5-Year Prison Sentence for Cybercrime Spree ,2024-01-26, Cyber Crime ,Malware,Malware
https://thehackernews.com/2024/01/critical-cisco-flaw-lets-hackers.html,  Critical Cisco Flaw Lets Hackers Remotely Take Over Unified Comms Systems ,2024-01-26, Network Security ,Vulnerability,Vulnerability
https://thehackernews.com/2024/01/critical-jenkins-vulnerability-exposes.html,  Critical Jenkins Vulnerability Exposes Servers to RCE Attacks - Patch ASAP! ,2024-01-25, Vulnerability ,Software Security,Software Security
https://thehackernews.com/2024/01/lodeinfo-fileless-malware-evolves-with.html,  LODEINFO Fileless Malware Evolves with Anti-Analysis and Remote Code Tricks ,2024-01-25, Fileless Malware ,Endpoint Security,Endpoint Security
https://thehackernews.com/2024/01/cyber-threat-landscape-7-key-findings.html,  Cyber Threat Landscape: 7 Key Findings and Upcoming Trends for 2024 ,2024-01-25, Threat Intelligence ,Cybercrime,Cybercrime
https://thehackernews.com/2024/01/china-backed-hackers-hijack-software.html,"  China-backed Hackers Hijack Software Updates to Implant ""NSPX30"" Spyware ",2024-01-25, Malware ,Cyber Threat,Cyber Threat
https://thehackernews.com/2024/01/new-cherryloader-malware-mimics.html,  New CherryLoader Malware Mimics CherryTree to Deploy PrivEsc Exploits ,2024-01-25, Threat Intelligence ,Malware Research,Malware Research
https://thehackernews.com/2024/01/tech-giant-hp-enterprise-hacked-by.html,  Tech Giant HP Enterprise Hacked by Russian Hackers Linked to DNC Breach ,2024-01-25, Cyber Attack ,Data Breach,Data Breach
https://thehackernews.com/2024/01/google-kubernetes-misconfig-lets-any.html,  Google Kubernetes Misconfig Lets Any Gmail Account Control Your Clusters ,2024-01-24, Cloud Security ,Kubernetes,Kubernetes
https://thehackernews.com/2024/01/what-is-nudge-security-and-how-does-it.html,  What is Nudge Security and How Does it Work? ,2024-01-24, SaaS Security ,Endpoint Security,Endpoint Security
https://thehackernews.com/2024/01/kasseika-ransomware-using-byovd-trick.html,  Kasseika Ransomware Using BYOVD Trick to Disarm Security Pre-Encryption ,2024-01-24, Ransomware ,Endpoint Security,Endpoint Security
https://thehackernews.com/2024/01/the-unknown-risks-of-software-supply.html,  The Unknown Risks of The Software Supply Chain: A Deep-Dive ,2024-01-24, Vulnerability ,Myrror Security,Myrror Security
https://thehackernews.com/2024/01/us-uk-australia-sanction-russian-revil.html,"  U.S., U.K., Australia Sanction Russian REvil Hacker Behind Medibank Breach ",2024-01-24, Cryptocurrency ,Cybercrime,Cybercrime
https://thehackernews.com/2024/01/patch-your-goanywhere-mft-immediately.html,  Patch Your GoAnywhere MFT Immediately - Critical Flaw Lets Anyone Be Admin ,2024-01-24, Vulnerability ,Endpoint Security,Endpoint Security
https://thehackernews.com/2024/01/vextrio-uber-of-cybercrime-brokering.html,  VexTrio: The Uber of Cybercrime - Brokering Malware for 60+ Affiliates ,2024-01-23, Malware ,Cyber Threat,Cyber Threat
https://thehackernews.com/2024/01/malicious-npm-packages-exfiltrate-1600.html,  Malicious NPM Packages Exfiltrate Hundreds of Developer SSH Keys via GitHub ,2024-01-23, Software Security ,Supply Chain,Supply Chain
https://thehackernews.com/2024/01/activator-alert-macos-malware-hides-in.html,"  ""Activator"" Alert: MacOS Malware Hides in Cracked Apps, Targeting Crypto Wallets ",2024-01-23, Malware ,Cryptocurrency,Cryptocurrency
https://thehackernews.com/2024/01/breachforums-founder-sentenced-to-20.html,"  BreachForums Founder Sentenced to 20 Years of Supervised Release, No Jail Time ",2024-01-23, Cyber Crime ,Dark Web,Dark Web
https://thehackernews.com/2024/01/40000-attacks-in-3-days-critical.html,"  ~40,000 Attacks in 3 Days: Critical Confluence RCE Under Active Exploitation ",2024-01-23, Vulnerability ,Cyber Attack,Cyber Attack
https://thehackernews.com/2024/01/apple-issues-patch-for-critical-zero.html,"  Apple Issues Patch for Critical Zero-Day in iPhones, Macs - Update Now ",2024-01-23, Vulnerability ,Device Security,Device Security
https://thehackernews.com/2024/01/north-korean-hackers-weaponize-fake.html,  North Korean Hackers Weaponize Research Lures to Deliver RokRAT Backdoor ,2024-01-22, Cyber Attack ,Hacking,Hacking
https://thehackernews.com/2024/01/hackers-hijack-popular-java-and-android.html,  MavenGate Attack Could Let Hackers Hijack Java and Android via Abandoned Libraries ,2024-01-22, Software Security ,Supply Chain,Supply Chain
https://thehackernews.com/2024/01/ns-stealer-uses-discord-bots-to.html,  NS-STEALER Uses Discord Bots to Exfiltrate Your Secrets from Popular Browsers ,2024-01-22, Browser Security ,Cyber Threat,Cyber Threat
https://thehackernews.com/2024/01/ftc-bans-inmarket-for-selling-precise.html,  FTC Bans InMarket for Selling Precise User Location Without Consent ,2024-01-22, Privacy ,Technology,Technology
https://thehackernews.com/2024/01/apache-activemq-flaw-exploited-in-new.html,  Apache ActiveMQ Flaw Exploited in New Godzilla Web Shell Attacks ,2024-01-22, Vulnerability ,Malware,Malware
https://thehackernews.com/2024/01/chinese-hackers-silently-weaponized.html,  Chinese Hackers Silently Weaponized VMware Zero-Day Flaw for 2 Years ,2024-01-20, Zero Day ,Cyber Espionage,Cyber Espionage
https://thehackernews.com/2024/01/cisa-issues-emergency-directive-to.html,  CISA Issues Emergency Directive to Federal Agencies on Ivanti Zero-Day Exploits ,2024-01-20, Network Security ,Threat Intelligence,Threat Intelligence
https://thehackernews.com/2024/01/microsofts-top-execs-emails-breached-in.html,  Microsoft's Top Execs' Emails Breached in Sophisticated Russia-Linked APT Attack ,2024-01-20, Cyber Espionage ,Emails Security,Emails Security
https://thehackernews.com/2024/01/invoice-phishing-alert-ta866-deploys.html,  Invoice Phishing Alert: TA866 Deploys WasabiSeed & Screenshotter Malware ,2024-01-20, Malware ,Cyber Espionage,Cyber Espionage
https://thehackernews.com/2024/01/experts-warn-of-macos-backdoor-hidden.html,  Experts Warn of macOS Backdoor Hidden in Pirated Versions of Popular Software ,2024-01-19, Malware ,Endpoint Security,Endpoint Security
https://thehackernews.com/2024/01/preventing-data-loss-backup-and.html,  Preventing Data Loss: Backup and Recovery Strategies for Exchange Server Administrators ,2024-01-19, Regulatory Compliance ,Data Security,Data Security
https://thehackernews.com/2024/01/npm-trojan-bypasses-uac-installs.html,"  Npm Trojan Bypasses UAC, Installs AnyDesk with ""Oscompatible"" Package ",2024-01-19, Software Security ,Spyware,Spyware
https://thehackernews.com/2024/01/us-cybersecurity-agency-warns-of.html,  U.S. Cybersecurity Agency Warns of Actively Exploited Ivanti EPMM Vulnerability ,2024-01-19, Cyber Theat ,Zero-Day,Zero-Day
https://thehackernews.com/2024/01/new-docker-malware-steals-cpu-for.html,  New Docker Malware Steals CPU for Crypto & Drives Fake Website Traffic ,2024-01-18, Server Security ,Cryptocurrency,Cryptocurrency
https://thehackernews.com/2024/01/russian-coldriver-hackers-expand-beyond.html,  Russian COLDRIVER Hackers Expand Beyond Phishing with Custom Malware ,2024-01-18, Cyber Threat ,Malware,Malware
https://thehackernews.com/2024/01/tensorflow-cicd-flaw-exposed-supply.html,  TensorFlow CI/CD Flaw Exposed Supply Chain to Poisoning Attacks ,2024-01-18, Supply Chain Attacks ,AI Security,AI Security
